order_id,order_date,financial_status,product_id,variant_id,sku,product_title,quantity,unit_price,total_price
100124,2022-05-18,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,1,24.95,24.95
100125,2022-05-19,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,4,24.95,99.8
100126,2022-05-20,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,1,24.95,24.95
100127,2022-05-21,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,1,24.95,24.95
100128,2022-05-22,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,1,24.95,24.95
100129,2022-05-23,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,5,24.95,124.75
100130,2022-05-24,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,3,24.95,74.85
100131,2022-05-25,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,1,24.95,24.95
100132,2022-05-26,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,3,24.95,74.85
100133,2022-05-27,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,5,24.95,124.75
100134,2022-05-28,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,3,24.95,74.85
100135,2022-05-29,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,4,24.95,99.8
100136,2022-05-30,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,1,24.95,24.95
100137,2022-05-31,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,3,24.95,74.85
100138,2022-06-01,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,7,24.95,174.65
100139,2022-06-02,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,8,24.95,199.6
100140,2022-06-03,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,1,24.95,24.95
100141,2022-06-04,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,6,24.95,149.7
100142,2022-06-05,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,4,24.95,99.8
100143,2022-06-06,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,10,24.95,249.5
100144,2022-06-07,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,5,24.95,124.75
100145,2022-06-08,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,4,24.95,99.8
100146,2022-06-09,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,5,24.95,124.75
100147,2022-06-10,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,1,24.95,24.95
100148,2022-06-11,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,3,24.95,74.85
100149,2022-06-13,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,5,24.95,124.75
100150,2022-06-14,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,6,24.95,149.7
100151,2022-06-15,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,6,24.95,149.7
100152,2022-06-16,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,2,24.95,49.9
100153,2022-06-17,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,1,24.95,24.95
100154,2022-06-18,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,1,24.95,24.95
100155,2022-06-19,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,4,24.95,99.8
100156,2022-06-20,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,2,24.95,49.9
100157,2022-06-21,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,1,24.95,24.95
100158,2022-06-22,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,2,24.95,49.9
100159,2022-06-23,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,2,24.95,49.9
100160,2022-06-24,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,3,24.95,74.85
100161,2022-06-25,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,5,24.95,124.75
100162,2022-06-26,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,4,24.95,99.8
100163,2022-06-27,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,4,24.95,99.8
100164,2022-06-28,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,2,24.95,49.9
100165,2022-06-29,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,4,24.95,99.8
100166,2022-06-30,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,3,24.95,74.85
100167,2022-07-01,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,1,24.95,24.95
100168,2022-07-02,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,3,24.95,74.85
100169,2022-07-03,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,5,24.95,124.75
100170,2022-07-04,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,4,24.95,99.8
100171,2022-07-05,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,4,24.95,99.8
100172,2022-07-06,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,3,24.95,74.85
100173,2022-07-07,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,2,24.95,49.9
100174,2022-07-08,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,2,24.95,49.9
100175,2022-07-09,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,3,24.95,74.85
100176,2022-07-10,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,6,24.95,149.7
100177,2022-07-11,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,5,24.95,124.75
100178,2022-07-12,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,3,24.95,74.85
100179,2022-07-13,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,2,24.95,49.9
100180,2022-07-14,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,3,24.95,74.85
100181,2022-07-15,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,2,24.95,49.9
100182,2022-07-16,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,2,24.95,49.9
100183,2022-07-17,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,6,24.95,149.7
100184,2022-07-18,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,6,24.95,149.7
100185,2022-07-19,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,3,24.95,74.85
100186,2022-07-20,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,5,24.95,124.75
100187,2022-07-21,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,3,24.95,74.85
100188,2022-07-22,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,6,24.95,149.7
100189,2022-07-23,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,4,24.95,99.8
100190,2022-07-24,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,5,24.95,124.75
100191,2022-07-25,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,5,24.95,124.75
100192,2022-07-26,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,4,24.95,99.8
100193,2022-07-27,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,2,24.95,49.9
100194,2022-07-28,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,5,24.95,124.75
100195,2022-07-29,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,4,24.95,99.8
100196,2022-07-30,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,6,24.95,149.7
100197,2022-07-31,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,4,24.95,99.8
100198,2022-08-01,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,2,24.95,49.9
100199,2022-08-02,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,3,24.95,74.85
100200,2022-08-03,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,6,24.95,149.7
100201,2022-08-04,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,6,24.95,149.7
100202,2022-08-05,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,3,24.95,74.85
100203,2022-08-06,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,5,24.95,124.75
100204,2022-08-07,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,2,24.95,49.9
100205,2022-08-08,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,3,24.95,74.85
100206,2022-08-09,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,3,24.95,74.85
100207,2022-08-10,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,2,24.95,49.9
100208,2022-08-11,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,2,24.95,49.9
100209,2022-08-12,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,4,24.95,99.8
100210,2022-08-13,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,3,24.95,74.85
100211,2022-08-14,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,1,24.95,24.95
100212,2022-08-15,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,3,24.95,74.85
100213,2022-08-16,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,3,24.95,74.85
100214,2022-08-17,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,1,24.95,24.95
100215,2022-08-18,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,2,24.95,49.9
100216,2022-08-19,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,4,24.95,99.8
100217,2022-08-20,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,2,24.95,49.9
100218,2022-08-21,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,4,24.95,99.8
100219,2022-08-22,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,1,24.95,24.95
100220,2022-08-23,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,3,24.95,74.85
100221,2022-08-24,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,1,24.95,24.95
100222,2022-08-25,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,1,24.95,24.95
100223,2022-08-26,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,2,24.95,49.9
100224,2022-08-27,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,2,24.95,49.9
100225,2022-08-28,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,4,24.95,99.8
100226,2022-08-29,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,2,24.95,49.9
100227,2022-08-30,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,1,24.95,24.95
100228,2022-08-31,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,1,24.95,24.95
100229,2022-09-02,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,2,24.95,49.9
100230,2022-09-03,paid,9519923233000,48630833053928,VARIANT_48630833053928,Selling Plans Ski Wax,3,24.95,74.85
